variables=x1, x2, respond
-1.4 0.4 249.12
-1.4 0.45 233.77
-1.4 0.5 218.92
-1.4 0.55 204.57
-1.4 0.6 190.72
-1.4 0.65 177.37
-1.4 0.7 164.52
-1.4 0.75 152.17
-1.4 0.8 140.32
-1.4 0.85 128.97
-1.4 0.9 118.12
-1.4 0.95 107.77
-1.4 1 97.92
-1.4 1.05 88.57
-1.4 1.1 79.72
-1.4 1.15 71.37
-1.4 1.2 63.52
-1.4 1.25 56.17
-1.4 1.3 49.32
-1.4 1.35 42.97
-1.4 1.4 37.12
-1.4 1.45 31.77
-1.4 1.5 26.92
-1.4 1.55 22.57
-1.4 1.6 18.72
-1.4 1.65 15.37
-1.4 1.7 12.52
-1.4 1.75 10.17
-1.4 1.8 8.32
-1.4 1.85 6.97
-1.4 1.9 6.12
-1.4 1.95 5.77
-1.4 2 5.92
-1.35 -2 1466.67
-1.35 -1.95 1428.7
-1.35 -1.9 1391.22
-1.35 -1.85 1354.25
-1.35 -1.8 1317.77
-1.35 -1.75 1281.8
-1.35 -1.7 1246.32
-1.35 -1.65 1211.35
-1.35 -1.6 1176.87
-1.35 -1.55 1142.9
-1.35 -1.5 1109.42
-1.35 -1.45 1076.45
-1.35 -1.4 1043.97
-1.35 -1.35 1012
-1.35 -1.3 980.523
-1.35 -1.25 949.548
-1.35 -1.2 919.073
-1.35 -1.15 889.098
-1.35 -1.1 859.623
-1.35 -1.05 830.648
-1.35 -1 802.173
-1.35 -0.95 774.198
-1.35 -0.9 746.723
-1.35 -0.85 719.748
-1.35 -0.8 693.273
-1.35 -0.75 667.298
-1.35 -0.7 641.823
-1.35 -0.65 616.848
-1.35 -0.6 592.373
-1.35 -0.55 568.398
-1.35 -0.5 544.923
-1.35 -0.45 521.948
-1.35 -0.4 499.473
-1.35 -0.35 477.498
-1.35 -0.3 456.023
-1.35 -0.25 435.048
-1.35 -0.2 414.573
-1.35 -0.15 394.598
-1.35 -0.1 375.123
-1.35 -0.05 356.148
-1.35 1.20737e-15 337.673
-1.35 0.05 319.698
-1.35 0.1 302.223
-1.35 0.15 285.248
-1.35 0.2 268.773
-1.35 0.25 252.798
-1.35 0.3 237.323
-1.35 0.35 222.348
-1.35 0.4 207.873
-1.35 0.45 193.898
-1.35 0.5 180.423
-1.35 0.55 167.448
-1.35 0.6 154.973
-1.35 0.65 142.998
-1.35 0.7 131.523
-1.35 0.75 120.548
-1.35 0.8 110.073
-1.35 0.85 100.098
-1.35 0.9 90.6231
-1.35 0.95 81.6481
-1.35 1 73.1731
-1.35 1.05 65.1981
-1.35 1.1 57.7231
-1.35 1.15 50.7481
-1.35 1.2 44.2731
-1.35 1.25 38.2981
-1.35 1.3 32.8231
-1.35 1.35 27.8481
-1.35 1.4 23.3731
-1.35 1.45 19.3981
-1.35 1.5 15.9231
-1.35 1.55 12.9481
-1.35 1.6 10.4731
-1.35 1.65 8.49812
-1.35 1.7 7.02312
-1.35 1.75 6.04812
-1.35 1.8 5.57312
-1.35 1.85 5.59813
-1.35 1.9 6.12313
-1.35 1.95 7.14813
-1.35 2 8.67313
-1.3 -2 1366.9
-1.3 -1.95 1330.25
-1.3 -1.9 1294.1
-1.3 -1.85 1258.45
-1.3 -1.8 1223.3
-1.3 -1.75 1188.65
-1.3 -1.7 1154.5
-1.3 -1.65 1120.85
-1.3 -1.6 1087.7
-1.3 -1.55 1055.05
-1.3 -1.5 1022.9
-1.3 -1.45 991.25
-1.3 -1.4 960.1
-1.3 -1.35 929.45
-1.3 -1.3 899.3
-1.3 -1.25 869.65
-1.3 -1.2 840.5
-1.3 -1.15 811.85
-1.3 -1.1 783.7
-1.3 -1.05 756.05
-1.3 -1 728.9
-1.3 -0.95 702.25
-1.3 -0.9 676.1
-1.3 -0.85 650.45
-1.3 -0.8 625.3
-1.3 -0.75 600.65
-1.3 -0.7 576.5
-1.3 -0.65 552.85
-1.3 -0.6 529.7
-1.3 -0.55 507.05
-1.3 -0.5 484.9
-1.3 -0.45 463.25
-1.3 -0.4 442.1
-1.3 -0.35 421.45
-1.3 -0.3 401.3
-1.3 -0.25 381.65
-1.3 -0.2 362.5
-1.3 -0.15 343.85
-1.3 -0.1 325.7
-1.3 -0.05 308.05
-1.3 1.20737e-15 290.9
-1.3 0.05 274.25
-1.3 0.1 258.1
-1.3 0.15 242.45
-1.3 0.2 227.3
-1.3 0.25 212.65
-1.3 0.3 198.5
-1.3 0.35 184.85
-1.3 0.4 171.7
-1.3 0.45 159.05
-1.3 0.5 146.9
-1.3 0.55 135.25
-1.3 0.6 124.1
-1.3 0.65 113.45
-1.3 0.7 103.3
-1.3 0.75 93.65
-1.3 0.8 84.5
-1.3 0.85 75.85
-1.3 0.9 67.7
-1.3 0.95 60.05
-1.3 1 52.9
-1.3 1.05 46.25
-1.3 1.1 40.1
-1.3 1.15 34.45
-1.3 1.2 29.3
-1.3 1.25 24.65
-1.3 1.3 20.5
-1.3 1.35 16.85
-1.3 1.4 13.7
-1.3 1.45 11.05
-1.3 1.5 8.9
-1.3 1.55 7.25
-1.3 1.6 6.1
-1.3 1.65 5.45
-1.3 1.7 5.3
-1.3 1.75 5.65
-1.3 1.8 6.5
-1.3 1.85 7.85
-1.3 1.9 9.7
-1.3 1.95 12.05
-1.3 2 14.9
-1.25 -2 1274.2
-1.25 -1.95 1238.83
-1.25 -1.9 1203.95
-1.25 -1.85 1169.58
-1.25 -1.8 1135.7
-1.25 -1.75 1102.33
-1.25 -1.7 1069.45
-1.25 -1.65 1037.08
-1.25 -1.6 1005.2
-1.25 -1.55 973.828
-1.25 -1.5 942.953
-1.25 -1.45 912.578
-1.25 -1.4 882.703
-1.25 -1.35 853.328
-1.25 -1.3 824.453
-1.25 -1.25 796.078
-1.25 -1.2 768.203
-1.25 -1.15 740.828
-1.25 -1.1 713.953
-1.25 -1.05 687.578
-1.25 -1 661.703
-1.25 -0.95 636.328
-1.25 -0.9 611.453
-1.25 -0.85 587.078
-1.25 -0.8 563.203
-1.25 -0.75 539.828
-1.25 -0.7 516.953
-1.25 -0.65 494.578
-1.25 -0.6 472.703
-1.25 -0.55 451.328
-1.25 -0.5 430.453
-1.25 -0.45 410.078
-1.25 -0.4 390.203
-1.25 -0.35 370.828
-1.25 -0.3 351.953
-1.25 -0.25 333.578
-1.25 -0.2 315.703
-1.25 -0.15 298.328
-1.25 -0.1 281.453
-1.25 -0.05 265.078
-1.25 1.20737e-15 249.203
-1.25 0.05 233.828
-1.25 0.1 218.953
-1.25 0.15 204.578
-1.25 0.2 190.703
-1.25 0.25 177.328
-1.25 0.3 164.453
-1.25 0.35 152.078
-1.25 0.4 140.203
-1.25 0.45 128.828
-1.25 0.5 117.953
-1.25 0.55 107.578
-1.25 0.6 97.7031
-1.25 0.65 88.3281
-1.25 0.7 79.4531
-1.25 0.75 71.0781
-1.25 0.8 63.2031
-1.25 0.85 55.8281
-1.25 0.9 48.9531
-1.25 0.95 42.5781
-1.25 1 36.7031
-1.25 1.05 31.3281
-1.25 1.1 26.4531
-1.25 1.15 22.0781
-1.25 1.2 18.2031
-1.25 1.25 14.8281
-1.25 1.3 11.9531
-1.25 1.35 9.57812
-1.25 1.4 7.70312
-1.25 1.45 6.32812
-1.25 1.5 5.45312
-1.25 1.55 5.07812
-1.25 1.6 5.20313
-1.25 1.65 5.82813
-1.25 1.7 6.95313
-1.25 1.75 8.57813
-1.25 1.8 10.7031
-1.25 1.85 13.3281
-1.25 1.9 16.4531
-1.25 1.95 20.0781
-1.25 2 24.2031
-1.2 -2 1188.2
-1.2 -1.95 1154.05
-1.2 -1.9 1120.4
-1.2 -1.85 1087.25
-1.2 -1.8 1054.6
-1.2 -1.75 1022.45
-1.2 -1.7 990.8
-1.2 -1.65 959.65
-1.2 -1.6 929
-1.2 -1.55 898.85
-1.2 -1.5 869.2
-1.2 -1.45 840.05
-1.2 -1.4 811.4
-1.2 -1.35 783.25
-1.2 -1.3 755.6
-1.2 -1.25 728.45
-1.2 -1.2 701.8
-1.2 -1.15 675.65
-1.2 -1.1 650
-1.2 -1.05 624.85
-1.2 -1 600.2
-1.2 -0.95 576.05
-1.2 -0.9 552.4
-1.2 -0.85 529.25
-1.2 -0.8 506.6
-1.2 -0.75 484.45
-1.2 -0.7 462.8
-1.2 -0.65 441.65
-1.2 -0.6 421
-1.2 -0.55 400.85
-1.2 -0.5 381.2
-1.2 -0.45 362.05
-1.2 -0.4 343.4
-1.2 -0.35 325.25
-1.2 -0.3 307.6
-1.2 -0.25 290.45
-1.2 -0.2 273.8
-1.2 -0.15 257.65
-1.2 -0.1 242
-1.2 -0.05 226.85
-1.2 1.20737e-15 212.2
-1.2 0.05 198.05
-1.2 0.1 184.4
-1.2 0.15 171.25
-1.2 0.2 158.6
-1.2 0.25 146.45
-1.2 0.3 134.8
-1.2 0.35 123.65
-1.2 0.4 113
-1.2 0.45 102.85
-1.2 0.5 93.2
-1.2 0.55 84.05
-1.2 0.6 75.4
-1.2 0.65 67.25
-1.2 0.7 59.6
-1.2 0.75 52.45
-1.2 0.8 45.8
-1.2 0.85 39.65
-1.2 0.9 34
-1.2 0.95 28.85
-1.2 1 24.2
-1.2 1.05 20.05
-1.2 1.1 16.4
-1.2 1.15 13.25
-1.2 1.2 10.6
-1.2 1.25 8.45
-1.2 1.3 6.8
-1.2 1.35 5.65
-1.2 1.4 5
-1.2 1.45 4.85
-1.2 1.5 5.2
-1.2 1.55 6.05
-1.2 1.6 7.4
-1.2 1.65 9.25
-1.2 1.7 11.6
-1.2 1.75 14.45
-1.2 1.8 17.8
-1.2 1.85 21.65
-1.2 1.9 26
-1.2 1.95 30.85
-1.2 2 36.2
-1.15 -2 1108.52
-1.15 -1.95 1075.55
-1.15 -1.9 1043.07
-1.15 -1.85 1011.1
-1.15 -1.8 979.623
-1.15 -1.75 948.648
-1.15 -1.7 918.173
-1.15 -1.65 888.198
-1.15 -1.6 858.723
-1.15 -1.55 829.748
-1.15 -1.5 801.273
-1.15 -1.45 773.298
-1.15 -1.4 745.823
-1.15 -1.35 718.848
-1.15 -1.3 692.373
-1.15 -1.25 666.398
-1.15 -1.2 640.923
-1.15 -1.15 615.948
-1.15 -1.1 591.473
-1.15 -1.05 567.498
-1.15 -1 544.023
-1.15 -0.95 521.048
-1.15 -0.9 498.573
-1.15 -0.85 476.598
-1.15 -0.8 455.123
-1.15 -0.75 434.148
-1.15 -0.7 413.673
-1.15 -0.65 393.698
-1.15 -0.6 374.223
-1.15 -0.55 355.248
-1.15 -0.5 336.773
-1.15 -0.45 318.798
-1.15 -0.4 301.323
-1.15 -0.35 284.348
-1.15 -0.3 267.873
-1.15 -0.25 251.898
-1.15 -0.2 236.423
-1.15 -0.15 221.448
-1.15 -0.1 206.973
-1.15 -0.05 192.998
-1.15 1.20737e-15 179.523
-1.15 0.05 166.548
-1.15 0.1 154.073
-1.15 0.15 142.098
-1.15 0.2 130.623
-1.15 0.25 119.648
-1.15 0.3 109.173
-1.15 0.35 99.1981
-1.15 0.4 89.7231
-1.15 0.45 80.7481
-1.15 0.5 72.2731
-1.15 0.55 64.2981
-1.15 0.6 56.8231
-1.15 0.65 49.8481
-1.15 0.7 43.3731
-1.15 0.75 37.3981
-1.15 0.8 31.9231
-1.15 0.85 26.9481
-1.15 0.9 22.4731
-1.15 0.95 18.4981
-1.15 1 15.0231
-1.15 1.05 12.0481
-1.15 1.1 9.57312
-1.15 1.15 7.59812
-1.15 1.2 6.12312
-1.15 1.25 5.14812
-1.15 1.3 4.67312
-1.15 1.35 4.69813
-1.15 1.4 5.22313
-1.15 1.45 6.24813
-1.15 1.5 7.77313
-1.15 1.55 9.79813
-1.15 1.6 12.3231
-1.15 1.65 15.3481
-1.15 1.7 18.8731
-1.15 1.75 22.8981
-1.15 1.8 27.4231
-1.15 1.85 32.4481
-1.15 1.9 37.9731
-1.15 1.95 43.9981
-1.15 2 50.5231
-1.1 -2 1034.82
-1.1 -1.95 1002.97
-1.1 -1.9 971.62
-1.1 -1.85 940.77
-1.1 -1.8 910.42
-1.1 -1.75 880.57
-1.1 -1.7 851.22
-1.1 -1.65 822.37
-1.1 -1.6 794.02
-1.1 -1.55 766.17
-1.1 -1.5 738.82
-1.1 -1.45 711.97
-1.1 -1.4 685.62
-1.1 -1.35 659.77
-1.1 -1.3 634.42
-1.1 -1.25 609.57
-1.1 -1.2 585.22
-1.1 -1.15 561.37
-1.1 -1.1 538.02
-1.1 -1.05 515.17
-1.1 -1 492.82
-1.1 -0.95 470.97
-1.1 -0.9 449.62
-1.1 -0.85 428.77
-1.1 -0.8 408.42
-1.1 -0.75 388.57
-1.1 -0.7 369.22
-1.1 -0.65 350.37
-1.1 -0.6 332.02
-1.1 -0.55 314.17
-1.1 -0.5 296.82
-1.1 -0.45 279.97
-1.1 -0.4 263.62
-1.1 -0.35 247.77
-1.1 -0.3 232.42
-1.1 -0.25 217.57
-1.1 -0.2 203.22
-1.1 -0.15 189.37
-1.1 -0.1 176.02
-1.1 -0.05 163.17
-1.1 1.20737e-15 150.82
-1.1 0.05 138.97
-1.1 0.1 127.62
-1.1 0.15 116.77
-1.1 0.2 106.42
-1.1 0.25 96.57
-1.1 0.3 87.22
-1.1 0.35 78.37
-1.1 0.4 70.02
-1.1 0.45 62.17
-1.1 0.5 54.82
-1.1 0.55 47.97
-1.1 0.6 41.62
-1.1 0.65 35.77
-1.1 0.7 30.42
-1.1 0.75 25.57
-1.1 0.8 21.22
-1.1 0.85 17.37
-1.1 0.9 14.02
-1.1 0.95 11.17
-1.1 1 8.82
-1.1 1.05 6.97
-1.1 1.1 5.62
-1.1 1.15 4.77
-1.1 1.2 4.42
-1.1 1.25 4.57
-1.1 1.3 5.22
-1.1 1.35 6.37
-1.1 1.4 8.02
-1.1 1.45 10.17
-1.1 1.5 12.82
-1.1 1.55 15.97
-1.1 1.6 19.62
-1.1 1.65 23.77
-1.1 1.7 28.42
-1.1 1.75 33.57
-1.1 1.8 39.22
-1.1 1.85 45.37
-1.1 1.9 52.02
-1.1 1.95 59.17
-1.1 2 66.82
-1.05 -2 966.753
-1.05 -1.95 935.978
-1.05 -1.9 905.703
-1.05 -1.85 875.928
-1.05 -1.8 846.653
-1.05 -1.75 817.878
-1.05 -1.7 789.603
-1.05 -1.65 761.828
-1.05 -1.6 734.553
-1.05 -1.55 707.778
-1.05 -1.5 681.503
-1.05 -1.45 655.728
-1.05 -1.4 630.453
-1.05 -1.35 605.678
-1.05 -1.3 581.403
-1.05 -1.25 557.628
-1.05 -1.2 534.353
-1.05 -1.15 511.578
-1.05 -1.1 489.303
-1.05 -1.05 467.528
-1.05 -1 446.253
-1.05 -0.95 425.478
-1.05 -0.9 405.203
-1.05 -0.85 385.428
-1.05 -0.8 366.153
-1.05 -0.75 347.378
-1.05 -0.7 329.103
-1.05 -0.65 311.328
-1.05 -0.6 294.053
-1.05 -0.55 277.278
-1.05 -0.5 261.003
-1.05 -0.45 245.228
-1.05 -0.4 229.953
-1.05 -0.35 215.178
-1.05 -0.3 200.903
-1.05 -0.25 187.128
-1.05 -0.2 173.853
-1.05 -0.15 161.078
-1.05 -0.1 148.803
-1.05 -0.05 137.028
-1.05 1.20737e-15 125.753
-1.05 0.05 114.978
-1.05 0.1 104.703
-1.05 0.15 94.9281
-1.05 0.2 85.6531
-1.05 0.25 76.8781
-1.05 0.3 68.6031
-1.05 0.35 60.8281
-1.05 0.4 53.5531
-1.05 0.45 46.7781
-1.05 0.5 40.5031
-1.05 0.55 34.7281
-1.05 0.6 29.4531
-1.05 0.65 24.6781
-1.05 0.7 20.4031
-1.05 0.75 16.6281
-1.05 0.8 13.3531
-1.05 0.85 10.5781
-1.05 0.9 8.30312
-1.05 0.95 6.52812
-1.05 1 5.25312
-1.05 1.05 4.47812
-1.05 1.1 4.20312
-1.05 1.15 4.42813
-1.05 1.2 5.15313
-1.05 1.25 6.37813
-1.05 1.3 8.10313
-1.05 1.35 10.3281
-1.05 1.4 13.0531
-1.05 1.45 16.2781
-1.05 1.5 20.0031
-1.05 1.55 24.2281
-1.05 1.6 28.9531
-1.05 1.65 34.1781
-1.05 1.7 39.9031
-1.05 1.75 46.1281
-1.05 1.8 52.8531
-1.05 1.85 60.0781
-1.05 1.9 67.8031
-1.05 1.95 76.0281
-1.05 2 84.7531
-1 -2 904
-1 -1.95 874.25
-1 -1.9 845
-1 -1.85 816.25
-1 -1.8 788
-1 -1.75 760.25
-1 -1.7 733
-1 -1.65 706.25
-1 -1.6 680
-1 -1.55 654.25
-1 -1.5 629
-1 -1.45 604.25
-1 -1.4 580
-1 -1.35 556.25
-1 -1.3 533
-1 -1.25 510.25
-1 -1.2 488
-1 -1.15 466.25
-1 -1.1 445
-1 -1.05 424.25
-1 -1 404
-1 -0.95 384.25
-1 -0.9 365
-1 -0.85 346.25
-1 -0.8 328
-1 -0.75 310.25
-1 -0.7 293
-1 -0.65 276.25
-1 -0.6 260
-1 -0.55 244.25
-1 -0.5 229
-1 -0.45 214.25
-1 -0.4 200
-1 -0.35 186.25
-1 -0.3 173
-1 -0.25 160.25
-1 -0.2 148
-1 -0.15 136.25
-1 -0.1 125
-1 -0.05 114.25
-1 1.20737e-15 104
-1 0.05 94.25
-1 0.1 85
-1 0.15 76.25
-1 0.2 68
-1 0.25 60.25
-1 0.3 53
-1 0.35 46.25
-1 0.4 40
-1 0.45 34.25
-1 0.5 29
-1 0.55 24.25
-1 0.6 20
-1 0.65 16.25
-1 0.7 13
-1 0.75 10.25
-1 0.8 8
-1 0.85 6.25
-1 0.9 5
-1 0.95 4.25
-1 1 4
-1 1.05 4.25
-1 1.1 5
-1 1.15 6.25
-1 1.2 8
-1 1.25 10.25
-1 1.3 13
-1 1.35 16.25
-1 1.4 20
-1 1.45 24.25
-1 1.5 29
-1 1.55 34.25
-1 1.6 40
-1 1.65 46.25
-1 1.7 53
-1 1.75 60.25
-1 1.8 68
-1 1.85 76.25
-1 1.9 85
-1 1.95 94.25
-1 2 104
-0.95 -2 846.253
-0.95 -1.95 817.478
-0.95 -1.9 789.203
-0.95 -1.85 761.428
-0.95 -1.8 734.153
-0.95 -1.75 707.378
-0.95 -1.7 681.103
-0.95 -1.65 655.328
-0.95 -1.6 630.053
-0.95 -1.55 605.278
-0.95 -1.5 581.003
-0.95 -1.45 557.228
-0.95 -1.4 533.953
-0.95 -1.35 511.178
-0.95 -1.3 488.903
-0.95 -1.25 467.128
-0.95 -1.2 445.853
-0.95 -1.15 425.078
-0.95 -1.1 404.803
-0.95 -1.05 385.028
-0.95 -1 365.753
-0.95 -0.95 346.978
-0.95 -0.9 328.703
-0.95 -0.85 310.928
-0.95 -0.8 293.653
-0.95 -0.75 276.878
-0.95 -0.7 260.603
-0.95 -0.65 244.828
-0.95 -0.6 229.553
-0.95 -0.55 214.778
-0.95 -0.5 200.503
-0.95 -0.45 186.728
-0.95 -0.4 173.453
-0.95 -0.35 160.678
-0.95 -0.3 148.403
-0.95 -0.25 136.628
-0.95 -0.2 125.353
-0.95 -0.15 114.578
-0.95 -0.1 104.303
-0.95 -0.05 94.5281
-0.95 1.20737e-15 85.2531
-0.95 0.05 76.4781
-0.95 0.1 68.2031
-0.95 0.15 60.4281
-0.95 0.2 53.1531
-0.95 0.25 46.3781
-0.95 0.3 40.1031
-0.95 0.35 34.3281
-0.95 0.4 29.0531
-0.95 0.45 24.2781
-0.95 0.5 20.0031
-0.95 0.55 16.2281
-0.95 0.6 12.9531
-0.95 0.65 10.1781
-0.95 0.7 7.90312
-0.95 0.75 6.12812
-0.95 0.8 4.85312
-0.95 0.85 4.07812
-0.95 0.9 3.80312
-0.95 0.95 4.02813
-0.95 1 4.75313
-0.95 1.05 5.97813
-0.95 1.1 7.70313
-0.95 1.15 9.92813
-0.95 1.2 12.6531
-0.95 1.25 15.8781
-0.95 1.3 19.6031
-0.95 1.35 23.8281
-0.95 1.4 28.5531
-0.95 1.45 33.7781
-0.95 1.5 39.5031
-0.95 1.55 45.7281
-0.95 1.6 52.4531
-0.95 1.65 59.6781
-0.95 1.7 67.4031
-0.95 1.75 75.6281
-0.95 1.8 84.3531
-0.95 1.85 93.5781
-0.95 1.9 103.303
-0.95 1.95 113.528
-0.95 2 124.253
-0.9 -2 793.22
-0.9 -1.95 765.37
-0.9 -1.9 738.02
-0.9 -1.85 711.17
-0.9 -1.8 684.82
-0.9 -1.75 658.97
-0.9 -1.7 633.62
-0.9 -1.65 608.77
-0.9 -1.6 584.42
-0.9 -1.55 560.57
-0.9 -1.5 537.22
-0.9 -1.45 514.37
-0.9 -1.4 492.02
-0.9 -1.35 470.17
-0.9 -1.3 448.82
-0.9 -1.25 427.97
-0.9 -1.2 407.62
-0.9 -1.15 387.77
-0.9 -1.1 368.42
-0.9 -1.05 349.57
-0.9 -1 331.22
-0.9 -0.95 313.37
-0.9 -0.9 296.02
-0.9 -0.85 279.17
-0.9 -0.8 262.82
-0.9 -0.75 246.97
-0.9 -0.7 231.62
-0.9 -0.65 216.77
-0.9 -0.6 202.42
-0.9 -0.55 188.57
-0.9 -0.5 175.22
-0.9 -0.45 162.37
-0.9 -0.4 150.02
-0.9 -0.35 138.17
-0.9 -0.3 126.82
-0.9 -0.25 115.97
-0.9 -0.2 105.62
-0.9 -0.15 95.77
-0.9 -0.1 86.42
-0.9 -0.05 77.57
-0.9 1.20737e-15 69.22
-0.9 0.05 61.37
-0.9 0.1 54.02
-0.9 0.15 47.17
-0.9 0.2 40.82
-0.9 0.25 34.97
-0.9 0.3 29.62
-0.9 0.35 24.77
-0.9 0.4 20.42
-0.9 0.45 16.57
-0.9 0.5 13.22
-0.9 0.55 10.37
-0.9 0.6 8.02
-0.9 0.65 6.17
-0.9 0.7 4.82
-0.9 0.75 3.97
-0.9 0.8 3.62
-0.9 0.85 3.77
-0.9 0.9 4.42
-0.9 0.95 5.57
-0.9 1 7.22
-0.9 1.05 9.37
-0.9 1.1 12.02
-0.9 1.15 15.17
-0.9 1.2 18.82
-0.9 1.25 22.97
-0.9 1.3 27.62
-0.9 1.35 32.77
-0.9 1.4 38.42
-0.9 1.45 44.57
-0.9 1.5 51.22
-0.9 1.55 58.37
-0.9 1.6 66.02
-0.9 1.65 74.17
-0.9 1.7 82.82
-0.9 1.75 91.97
-0.9 1.8 101.62
-0.9 1.85 111.77
-0.9 1.9 122.42
-0.9 1.95 133.57
-0.9 2 145.22
-0.85 -2 744.623
-0.85 -1.95 717.648
-0.85 -1.9 691.173
-0.85 -1.85 665.198
-0.85 -1.8 639.723
-0.85 -1.75 614.748
-0.85 -1.7 590.273
-0.85 -1.65 566.298
-0.85 -1.6 542.823
-0.85 -1.55 519.848
-0.85 -1.5 497.373
-0.85 -1.45 475.398
-0.85 -1.4 453.923
-0.85 -1.35 432.948
-0.85 -1.3 412.473
-0.85 -1.25 392.498
-0.85 -1.2 373.023
-0.85 -1.15 354.048
-0.85 -1.1 335.573
-0.85 -1.05 317.598
-0.85 -1 300.123
-0.85 -0.95 283.148
-0.85 -0.9 266.673
-0.85 -0.85 250.698
-0.85 -0.8 235.223
-0.85 -0.75 220.248
-0.85 -0.7 205.773
-0.85 -0.65 191.798
-0.85 -0.6 178.323
-0.85 -0.55 165.348
-0.85 -0.5 152.873
-0.85 -0.45 140.898
-0.85 -0.4 129.423
-0.85 -0.35 118.448
-0.85 -0.3 107.973
-0.85 -0.25 97.9981
-0.85 -0.2 88.5231
-0.85 -0.15 79.5481
-0.85 -0.1 71.0731
-0.85 -0.05 63.0981
-0.85 1.20737e-15 55.6231
-0.85 0.05 48.6481
-0.85 0.1 42.1731
-0.85 0.15 36.1981
-0.85 0.2 30.7231
-0.85 0.25 25.7481
-0.85 0.3 21.2731
-0.85 0.35 17.2981
-0.85 0.4 13.8231
-0.85 0.45 10.8481
-0.85 0.5 8.37312
-0.85 0.55 6.39812
-0.85 0.6 4.92312
-0.85 0.65 3.94812
-0.85 0.7 3.47312
-0.85 0.75 3.49813
-0.85 0.8 4.02313
-0.85 0.85 5.04813
-0.85 0.9 6.57313
-0.85 0.95 8.59813
-0.85 1 11.1231
-0.85 1.05 14.1481
-0.85 1.1 17.6731
-0.85 1.15 21.6981
-0.85 1.2 26.2231
-0.85 1.25 31.2481
-0.85 1.3 36.7731
-0.85 1.35 42.7981
-0.85 1.4 49.3231
-0.85 1.45 56.3481
-0.85 1.5 63.8731
-0.85 1.55 71.8981
-0.85 1.6 80.4231
-0.85 1.65 89.4481
-0.85 1.7 98.9731
-0.85 1.75 108.998
-0.85 1.8 119.523
-0.85 1.85 130.548
-0.85 1.9 142.073
-0.85 1.95 154.098
-0.85 2 166.623
-0.8 -2 700.2
-0.8 -1.95 674.05
-0.8 -1.9 648.4
-0.8 -1.85 623.25
-0.8 -1.8 598.6
-0.8 -1.75 574.45
-0.8 -1.7 550.8
-0.8 -1.65 527.65
-0.8 -1.6 505
-0.8 -1.55 482.85
-0.8 -1.5 461.2
-0.8 -1.45 440.05
-0.8 -1.4 419.4
-0.8 -1.35 399.25
-0.8 -1.3 379.6
-0.8 -1.25 360.45
-0.8 -1.2 341.8
-0.8 -1.15 323.65
-0.8 -1.1 306
-0.8 -1.05 288.85
-0.8 -1 272.2
-0.8 -0.95 256.05
-0.8 -0.9 240.4
-0.8 -0.85 225.25
-0.8 -0.8 210.6
-0.8 -0.75 196.45
-0.8 -0.7 182.8
-0.8 -0.65 169.65
-0.8 -0.6 157
-0.8 -0.55 144.85
-0.8 -0.5 133.2
-0.8 -0.45 122.05
-0.8 -0.4 111.4
-0.8 -0.35 101.25
-0.8 -0.3 91.6
-0.8 -0.25 82.45
-0.8 -0.2 73.8
-0.8 -0.15 65.65
-0.8 -0.1 58
-0.8 -0.05 50.85
-0.8 1.20737e-15 44.2
-0.8 0.05 38.05
-0.8 0.1 32.4
-0.8 0.15 27.25
-0.8 0.2 22.6
-0.8 0.25 18.45
-0.8 0.3 14.8
-0.8 0.35 11.65
-0.8 0.4 9
-0.8 0.45 6.85
-0.8 0.5 5.2
-0.8 0.55 4.05
-0.8 0.6 3.4
-0.8 0.65 3.25
-0.8 0.7 3.6
-0.8 0.75 4.45
-0.8 0.8 5.8
-0.8 0.85 7.65
-0.8 0.9 10
-0.8 0.95 12.85
-0.8 1 16.2
-0.8 1.05 20.05
-0.8 1.1 24.4
-0.8 1.15 29.25
-0.8 1.2 34.6
-0.8 1.25 40.45
-0.8 1.3 46.8
-0.8 1.35 53.65
-0.8 1.4 61
-0.8 1.45 68.85
-0.8 1.5 77.2
-0.8 1.55 86.05
-0.8 1.6 95.4
-0.8 1.65 105.25
-0.8 1.7 115.6
-0.8 1.75 126.45
-0.8 1.8 137.8
-0.8 1.85 149.65
-0.8 1.9 162
-0.8 1.95 174.85
-0.8 2 188.2
-0.75 -2 659.703
-0.75 -1.95 634.328
-0.75 -1.9 609.453
-0.75 -1.85 585.078
-0.75 -1.8 561.203
-0.75 -1.75 537.828
-0.75 -1.7 514.953
-0.75 -1.65 492.578
-0.75 -1.6 470.703
-0.75 -1.55 449.328
-0.75 -1.5 428.453
-0.75 -1.45 408.078
-0.75 -1.4 388.203
-0.75 -1.35 368.828
-0.75 -1.3 349.953
-0.75 -1.25 331.578
-0.75 -1.2 313.703
-0.75 -1.15 296.328
-0.75 -1.1 279.453
-0.75 -1.05 263.078
-0.75 -1 247.203
-0.75 -0.95 231.828
-0.75 -0.9 216.953
-0.75 -0.85 202.578
-0.75 -0.8 188.703
-0.75 -0.75 175.328
-0.75 -0.7 162.453
-0.75 -0.65 150.078
-0.75 -0.6 138.203
-0.75 -0.55 126.828
-0.75 -0.5 115.953
-0.75 -0.45 105.578
-0.75 -0.4 95.7031
-0.75 -0.35 86.3281
-0.75 -0.3 77.4531
-0.75 -0.25 69.0781
-0.75 -0.2 61.2031
