variables=x1, x2, respond
-1.4 1.20737e-15 636.687
-1.4 0.05 621.168
-1.4 0.1 605.899
-1.4 0.15 590.879
-1.4 0.2 576.109
-1.4 0.25 561.588
-1.4 0.3 547.316
-1.4 0.35 533.294
-1.4 0.4 519.522
-1.4 0.45 505.999
-1.4 0.5 492.725
-1.4 0.55 479.701
-1.4 0.6 466.926
-1.4 0.65 454.4
-1.4 0.7 442.124
-1.4 0.75 430.098
-1.4 0.8 418.32
-1.4 0.85 406.793
-1.4 0.9 395.514
-1.4 0.95 384.485
-1.4 1 373.706
-1.4 1.05 363.176
-1.4 1.1 352.895
-1.4 1.15 342.864
-1.4 1.2 333.082
-1.4 1.25 323.55
-1.4 1.3 314.267
-1.4 1.35 305.233
-1.4 1.4 296.449
-1.4 1.45 287.915
-1.4 1.5 279.63
-1.4 1.55 271.594
-1.4 1.6 263.807
-1.4 1.65 256.271
-1.4 1.7 248.983
-1.4 1.75 241.945
-1.4 1.8 235.156
-1.4 1.85 228.617
-1.4 1.9 222.327
-1.4 1.95 216.287
-1.4 2 210.496
-1.35 -2 1411.97
-1.35 -1.95 1386.52
-1.35 -1.9 1361.33
-1.35 -1.85 1336.38
-1.35 -1.8 1311.68
-1.35 -1.75 1287.24
-1.35 -1.7 1263.04
-1.35 -1.65 1239.09
-1.35 -1.6 1215.39
-1.35 -1.55 1191.94
-1.35 -1.5 1168.74
-1.35 -1.45 1145.79
-1.35 -1.4 1123.09
-1.35 -1.35 1100.64
-1.35 -1.3 1078.43
-1.35 -1.25 1056.48
-1.35 -1.2 1034.78
-1.35 -1.15 1013.32
-1.35 -1.1 992.115
-1.35 -1.05 971.16
-1.35 -1 950.453
-1.35 -0.95 929.997
-1.35 -0.9 909.789
-1.35 -0.85 889.831
-1.35 -0.8 870.123
-1.35 -0.75 850.664
-1.35 -0.7 831.454
-1.35 -0.65 812.494
-1.35 -0.6 793.783
-1.35 -0.55 775.321
-1.35 -0.5 757.109
-1.35 -0.45 739.147
-1.35 -0.4 721.434
-1.35 -0.35 703.97
-1.35 -0.3 686.756
-1.35 -0.25 669.791
-1.35 -0.2 653.076
-1.35 -0.15 636.61
-1.35 -0.1 620.393
-1.35 -0.05 604.426
-1.35 1.20737e-15 588.708
-1.35 0.05 573.24
-1.35 0.1 558.021
-1.35 0.15 543.052
-1.35 0.2 528.332
-1.35 0.25 513.861
-1.35 0.3 499.64
-1.35 0.35 485.668
-1.35 0.4 471.946
-1.35 0.45 458.473
-1.35 0.5 445.25
-1.35 0.55 432.276
-1.35 0.6 419.551
-1.35 0.65 407.076
-1.35 0.7 394.85
-1.35 0.75 382.874
-1.35 0.8 371.147
-1.35 0.85 359.67
-1.35 0.9 348.442
-1.35 0.95 337.463
-1.35 1 326.734
-1.35 1.05 316.254
-1.35 1.1 306.024
-1.35 1.15 296.043
-1.35 1.2 286.311
-1.35 1.25 276.829
-1.35 1.3 267.597
-1.35 1.35 258.614
-1.35 1.4 249.88
-1.35 1.45 241.396
-1.35 1.5 233.161
-1.35 1.55 225.175
-1.35 1.6 217.439
-1.35 1.65 209.953
-1.35 1.7 202.715
-1.35 1.75 195.728
-1.35 1.8 188.989
-1.35 1.85 182.5
-1.35 1.9 176.261
-1.35 1.95 170.271
-1.35 2 164.53
-1.3 -2 1363.63
-1.3 -1.95 1338.24
-1.3 -1.9 1313.09
-1.3 -1.85 1288.19
-1.3 -1.8 1263.55
-1.3 -1.75 1239.15
-1.3 -1.7 1215
-1.3 -1.65 1191.1
-1.3 -1.6 1167.45
-1.3 -1.55 1144.05
-1.3 -1.5 1120.9
-1.3 -1.45 1098
-1.3 -1.4 1075.35
-1.3 -1.35 1052.95
-1.3 -1.3 1030.8
-1.3 -1.25 1008.89
-1.3 -1.2 987.241
-1.3 -1.15 965.836
-1.3 -1.1 944.682
-1.3 -1.05 923.776
-1.3 -1 903.12
-1.3 -0.95 882.714
-1.3 -0.9 862.557
-1.3 -0.85 842.649
-1.3 -0.8 822.991
-1.3 -0.75 803.582
-1.3 -0.7 784.423
-1.3 -0.65 765.513
-1.3 -0.6 746.852
-1.3 -0.55 728.441
-1.3 -0.5 710.279
-1.3 -0.45 692.367
-1.3 -0.4 674.704
-1.3 -0.35 657.291
-1.3 -0.3 640.127
-1.3 -0.25 623.213
-1.3 -0.2 606.547
-1.3 -0.15 590.132
-1.3 -0.1 573.965
-1.3 -0.05 558.049
-1.3 1.20737e-15 542.381
-1.3 0.05 526.963
-1.3 0.1 511.795
-1.3 0.15 496.876
-1.3 0.2 482.206
-1.3 0.25 467.786
-1.3 0.3 453.615
-1.3 0.35 439.693
-1.3 0.4 426.022
-1.3 0.45 412.599
-1.3 0.5 399.426
-1.3 0.55 386.502
-1.3 0.6 373.828
-1.3 0.65 361.403
-1.3 0.7 349.228
-1.3 0.75 337.302
-1.3 0.8 325.625
-1.3 0.85 314.198
-1.3 0.9 303.02
-1.3 0.95 292.092
-1.3 1 281.413
-1.3 1.05 270.984
-1.3 1.1 260.804
-1.3 1.15 250.873
-1.3 1.2 241.192
-1.3 1.25 231.76
-1.3 1.3 222.578
-1.3 1.35 213.645
-1.3 1.4 204.962
-1.3 1.45 196.528
-1.3 1.5 188.343
-1.3 1.55 180.408
-1.3 1.6 172.722
-1.3 1.65 165.286
-1.3 1.7 158.099
-1.3 1.75 151.162
-1.3 1.8 144.474
-1.3 1.85 138.035
-1.3 1.9 131.846
-1.3 1.95 125.906
-1.3 2 120.216
-1.25 -2 1316.94
-1.25 -1.95 1291.6
-1.25 -1.9 1266.5
-1.25 -1.85 1241.66
-1.25 -1.8 1217.06
-1.25 -1.75 1192.71
-1.25 -1.7 1168.62
-1.25 -1.65 1144.77
-1.25 -1.6 1121.17
-1.25 -1.55 1097.82
-1.25 -1.5 1074.72
-1.25 -1.45 1051.87
-1.25 -1.4 1029.27
-1.25 -1.35 1006.92
-1.25 -1.3 984.814
-1.25 -1.25 962.961
-1.25 -1.2 941.358
-1.25 -1.15 920.004
-1.25 -1.1 898.899
-1.25 -1.05 878.044
-1.25 -1 857.439
-1.25 -0.95 837.082
-1.25 -0.9 816.976
-1.25 -0.85 797.118
-1.25 -0.8 777.51
-1.25 -0.75 758.152
-1.25 -0.7 739.043
-1.25 -0.65 720.183
-1.25 -0.6 701.573
-1.25 -0.55 683.212
-1.25 -0.5 665.101
-1.25 -0.45 647.239
-1.25 -0.4 629.626
-1.25 -0.35 612.263
-1.25 -0.3 595.15
-1.25 -0.25 578.285
-1.25 -0.2 561.671
-1.25 -0.15 545.305
-1.25 -0.1 529.189
-1.25 -0.05 513.323
-1.25 1.20737e-15 497.706
-1.25 0.05 482.338
-1.25 0.1 467.22
-1.25 0.15 452.351
-1.25 0.2 437.732
-1.25 0.25 423.362
-1.25 0.3 409.241
-1.25 0.35 395.37
-1.25 0.4 381.749
-1.25 0.45 368.376
-1.25 0.5 355.253
-1.25 0.55 342.38
-1.25 0.6 329.756
-1.25 0.65 317.382
-1.25 0.7 305.257
-1.25 0.75 293.381
-1.25 0.8 281.755
-1.25 0.85 270.378
-1.25 0.9 259.25
-1.25 0.95 248.372
-1.25 1 237.744
-1.25 1.05 227.365
-1.25 1.1 217.235
-1.25 1.15 207.355
-1.25 1.2 197.724
-1.25 1.25 188.343
-1.25 1.3 179.211
-1.25 1.35 170.328
-1.25 1.4 161.695
-1.25 1.45 153.311
-1.25 1.5 145.177
-1.25 1.55 137.292
-1.25 1.6 129.657
-1.25 1.65 122.271
-1.25 1.7 115.134
-1.25 1.75 108.247
-1.25 1.8 101.609
-1.25 1.85 95.2211
-1.25 1.9 89.0822
-1.25 1.95 83.1928
-1.25 2 77.5528
-1.2 -2 1271.91
-1.2 -1.95 1246.61
-1.2 -1.9 1221.57
-1.2 -1.85 1196.77
-1.2 -1.8 1172.22
-1.2 -1.75 1147.93
-1.2 -1.7 1123.88
-1.2 -1.65 1100.08
-1.2 -1.6 1076.53
-1.2 -1.55 1053.24
-1.2 -1.5 1030.19
-1.2 -1.45 1007.39
-1.2 -1.4 984.835
-1.2 -1.35 962.533
-1.2 -1.3 940.481
-1.2 -1.25 918.679
-1.2 -1.2 897.126
-1.2 -1.15 875.822
-1.2 -1.1 854.768
-1.2 -1.05 833.964
-1.2 -1 813.408
-1.2 -0.95 793.102
-1.2 -0.9 773.046
-1.2 -0.85 753.239
-1.2 -0.8 733.681
-1.2 -0.75 714.373
-1.2 -0.7 695.314
-1.2 -0.65 676.505
-1.2 -0.6 657.945
-1.2 -0.55 639.635
-1.2 -0.5 621.574
-1.2 -0.45 603.762
-1.2 -0.4 586.2
-1.2 -0.35 568.887
-1.2 -0.3 551.824
-1.2 -0.25 535.01
-1.2 -0.2 518.445
-1.2 -0.15 502.13
-1.2 -0.1 486.065
-1.2 -0.05 470.249
-1.2 1.20737e-15 454.682
-1.2 0.05 439.364
-1.2 0.1 424.296
-1.2 0.15 409.478
-1.2 0.2 394.909
-1.2 0.25 380.589
-1.2 0.3 366.519
-1.2 0.35 352.698
-1.2 0.4 339.127
-1.2 0.45 325.805
-1.2 0.5 312.733
-1.2 0.55 299.909
-1.2 0.6 287.336
-1.2 0.65 275.012
-1.2 0.7 262.937
-1.2 0.75 251.111
-1.2 0.8 239.536
-1.2 0.85 228.209
-1.2 0.9 217.132
-1.2 0.95 206.304
-1.2 1 195.726
-1.2 1.05 185.397
-1.2 1.1 175.318
-1.2 1.15 165.488
-1.2 1.2 155.907
-1.2 1.25 146.576
-1.2 1.3 137.495
-1.2 1.35 128.662
-1.2 1.4 120.08
-1.2 1.45 111.746
-1.2 1.5 103.662
-1.2 1.55 95.8278
-1.2 1.6 88.2427
-1.2 1.65 80.907
-1.2 1.7 73.8208
-1.2 1.75 66.984
-1.2 1.8 60.3966
-1.2 1.85 54.0586
-1.2 1.9 47.9701
-1.2 1.95 42.1309
-1.2 2 36.5413
-1.15 -2 1228.52
-1.15 -1.95 1203.28
-1.15 -1.9 1178.28
-1.15 -1.85 1153.54
-1.15 -1.8 1129.04
-1.15 -1.75 1104.79
-1.15 -1.7 1080.8
-1.15 -1.65 1057.05
-1.15 -1.6 1033.55
-1.15 -1.55 1010.3
-1.15 -1.5 987.304
-1.15 -1.45 964.554
-1.15 -1.4 942.053
-1.15 -1.35 919.802
-1.15 -1.3 897.801
-1.15 -1.25 876.049
-1.15 -1.2 854.546
-1.15 -1.15 833.293
-1.15 -1.1 812.289
-1.15 -1.05 791.534
-1.15 -1 771.029
-1.15 -0.95 750.774
-1.15 -0.9 730.768
-1.15 -0.85 711.011
-1.15 -0.8 691.504
-1.15 -0.75 672.246
-1.15 -0.7 653.237
-1.15 -0.65 634.478
-1.15 -0.6 615.969
-1.15 -0.55 597.709
-1.15 -0.5 579.698
-1.15 -0.45 561.937
-1.15 -0.4 544.425
-1.15 -0.35 527.162
-1.15 -0.3 510.149
-1.15 -0.25 493.386
-1.15 -0.2 476.872
-1.15 -0.15 460.607
-1.15 -0.1 444.591
-1.15 -0.05 428.826
-1.15 1.20737e-15 413.309
-1.15 0.05 398.042
-1.15 0.1 383.025
-1.15 0.15 368.256
-1.15 0.2 353.738
-1.15 0.25 339.468
-1.15 0.3 325.448
-1.15 0.35 311.678
-1.15 0.4 298.157
-1.15 0.45 284.885
-1.15 0.5 271.863
-1.15 0.55 259.09
-1.15 0.6 246.567
-1.15 0.65 234.293
-1.15 0.7 222.269
-1.15 0.75 210.494
-1.15 0.8 198.968
-1.15 0.85 187.692
-1.15 0.9 176.665
-1.15 0.95 165.888
-1.15 1 155.36
-1.15 1.05 145.081
-1.15 1.1 135.052
-1.15 1.15 125.273
-1.15 1.2 115.742
-1.15 1.25 106.462
-1.15 1.3 97.4302
-1.15 1.35 88.6483
-1.15 1.4 80.1158
-1.15 1.45 71.8327
-1.15 1.5 63.7991
-1.15 1.55 56.0149
-1.15 1.6 48.4801
-1.15 1.65 41.1947
-1.15 1.7 34.1588
-1.15 1.75 27.3723
-1.15 1.8 20.8352
-1.15 1.85 14.5476
-1.15 1.9 8.50934
-1.15 1.95 2.72055
-1.15 2 -2.81883
-1.1 -2 1186.79
-1.1 -1.95 1161.59
-1.1 -1.9 1136.65
-1.1 -1.85 1111.95
-1.1 -1.8 1087.51
-1.1 -1.75 1063.31
-1.1 -1.7 1039.37
-1.1 -1.65 1015.67
-1.1 -1.6 992.22
-1.1 -1.55 969.022
-1.1 -1.5 946.073
-1.1 -1.45 923.373
-1.1 -1.4 900.923
-1.1 -1.35 878.723
-1.1 -1.3 856.771
-1.1 -1.25 835.07
-1.1 -1.2 813.617
-1.1 -1.15 792.414
-1.1 -1.1 771.461
-1.1 -1.05 750.757
-1.1 -1 730.302
-1.1 -0.95 710.097
-1.1 -0.9 690.141
-1.1 -0.85 670.434
-1.1 -0.8 650.977
-1.1 -0.75 631.77
-1.1 -0.7 612.812
-1.1 -0.65 594.103
-1.1 -0.6 575.644
-1.1 -0.55 557.434
-1.1 -0.5 539.474
-1.1 -0.45 521.763
-1.1 -0.4 504.301
-1.1 -0.35 487.089
-1.1 -0.3 470.126
-1.1 -0.25 453.413
-1.1 -0.2 436.949
-1.1 -0.15 420.735
-1.1 -0.1 404.77
-1.1 -0.05 389.054
-1.1 1.20737e-15 373.588
-1.1 0.05 358.371
-1.1 0.1 343.404
-1.1 0.15 328.686
-1.1 0.2 314.218
-1.1 0.25 299.999
-1.1 0.3 286.029
-1.1 0.35 272.309
-1.1 0.4 258.838
-1.1 0.45 245.617
-1.1 0.5 232.645
-1.1 0.55 219.923
-1.1 0.6 207.45
-1.1 0.65 195.226
-1.1 0.7 183.252
-1.1 0.75 171.527
-1.1 0.8 160.052
-1.1 0.85 148.826
-1.1 0.9 137.849
-1.1 0.95 127.122
-1.1 1 116.645
-1.1 1.05 106.417
-1.1 1.1 96.4379
-1.1 1.15 86.7086
-1.1 1.2 77.2287
-1.1 1.25 67.9982
-1.1 1.3 59.0172
-1.1 1.35 50.2856
-1.1 1.4 41.8034
-1.1 1.45 33.5706
-1.1 1.5 25.5873
-1.1 1.55 17.8534
-1.1 1.6 10.3689
-1.1 1.65 3.1339
-1.1 1.7 -3.85172
-1.1 1.75 -10.5879
-1.1 1.8 -17.0747
-1.1 1.85 -23.312
-1.1 1.9 -29.2999
-1.1 1.95 -35.0384
-1.1 2 -40.5275
-1.05 -2 1146.7
-1.05 -1.95 1121.56
-1.05 -1.9 1096.67
-1.05 -1.85 1072.02
-1.05 -1.8 1047.63
-1.05 -1.75 1023.48
-1.05 -1.7 999.585
-1.05 -1.65 975.938
-1.05 -1.6 952.541
-1.05 -1.55 929.392
-1.05 -1.5 906.494
-1.05 -1.45 883.845
-1.05 -1.4 861.445
-1.05 -1.35 839.294
-1.05 -1.3 817.394
-1.05 -1.25 795.742
-1.05 -1.2 774.34
-1.05 -1.15 753.187
-1.05 -1.1 732.284
-1.05 -1.05 711.63
-1.05 -1 691.226
-1.05 -0.95 671.071
-1.05 -0.9 651.165
-1.05 -0.85 631.509
-1.05 -0.8 612.103
-1.05 -0.75 592.945
-1.05 -0.7 574.038
-1.05 -0.65 555.379
-1.05 -0.6 536.97
-1.05 -0.55 518.811
-1.05 -0.5 500.901
-1.05 -0.45 483.24
-1.05 -0.4 465.829
-1.05 -0.35 448.667
-1.05 -0.3 431.755
-1.05 -0.25 415.092
-1.05 -0.2 398.678
-1.05 -0.15 382.514
-1.05 -0.1 366.599
-1.05 -0.05 350.934
-1.05 1.20737e-15 335.518
-1.05 0.05 320.352
-1.05 0.1 305.435
-1.05 0.15 290.767
-1.05 0.2 276.349
-1.05 0.25 262.18
-1.05 0.3 248.261
-1.05 0.35 234.591
-1.05 0.4 221.171
-1.05 0.45 208
-1.05 0.5 195.078
-1.05 0.55 182.406
-1.05 0.6 169.984
-1.05 0.65 157.81
-1.05 0.7 145.886
-1.05 0.75 134.212
-1.05 0.8 122.787
-1.05 0.85 111.611
-1.05 0.9 100.685
-1.05 0.95 90.0086
-1.05 1 79.5814
-1.05 1.05 69.4035
-1.05 1.1 59.4751
-1.05 1.15 49.7961
-1.05 1.2 40.3665
-1.05 1.25 31.1863
-1.05 1.3 22.2556
-1.05 1.35 13.5743
-1.05 1.4 5.14243
-1.05 1.45 -3.04001
-1.05 1.5 -10.973
-1.05 1.55 -18.6566
-1.05 1.6 -26.0908
-1.05 1.65 -33.2755
-1.05 1.7 -40.2108
-1.05 1.75 -46.8967
-1.05 1.8 -53.3332
-1.05 1.85 -59.5202
-1.05 1.9 -65.4578
-1.05 1.95 -71.1459
-1.05 2 -76.5847
-1 -2 1108.27
-1 -1.95 1083.18
-1 -1.9 1058.34
-1 -1.85 1033.74
-1 -1.8 1009.4
-1 -1.75 985.302
-1 -1.7 961.456
-1 -1.65 937.859
-1 -1.6 914.512
-1 -1.55 891.414
-1 -1.5 868.566
-1 -1.45 845.967
-1 -1.4 823.618
-1 -1.35 801.518
-1 -1.3 779.667
-1 -1.25 758.066
-1 -1.2 736.714
-1 -1.15 715.612
-1 -1.1 694.759
-1 -1.05 674.155
-1 -1 653.801
-1 -0.95 633.697
-1 -0.9 613.842
-1 -0.85 594.236
-1 -0.8 574.879
-1 -0.75 555.772
-1 -0.7 536.915
-1 -0.65 518.307
-1 -0.6 499.948
-1 -0.55 481.839
-1 -0.5 463.979
-1 -0.45 446.369
-1 -0.4 429.008
-1 -0.35 411.896
-1 -0.3 395.034
-1 -0.25 378.422
-1 -0.2 362.059
-1 -0.15 345.945
-1 -0.1 330.08
-1 -0.05 314.465
-1 1.20737e-15 299.1
-1 0.05 283.984
-1 0.1 269.117
-1 0.15 254.5
-1 0.2 240.132
-1 0.25 226.014
-1 0.3 212.145
-1 0.35 198.525
-1 0.4 185.155
-1 0.45 172.035
-1 0.5 159.163
-1 0.55 146.541
-1 0.6 134.169
-1 0.65 122.046
-1 0.7 110.173
-1 0.75 98.5485
-1 0.8 87.1738
-1 0.85 76.0485
-1 0.9 65.1727
-1 0.95 54.5463
-1 1 44.1693
-1 1.05 34.0418
-1 1.1 24.1636
-1 1.15 14.535
-1 1.2 5.15569
-1 1.25 -3.97415
-1 1.3 -12.8546
-1 1.35 -21.4855
-1 1.4 -29.8671
-1 1.45 -37.9992
-1 1.5 -45.8819
-1 1.55 -53.5152
-1 1.6 -60.8991
-1 1.65 -68.0335
-1 1.7 -74.9185
-1 1.75 -81.554
-1 1.8 -87.9402
-1 1.85 -94.0769
-1 1.9 -99.9642
-1 1.95 -105.602
-1 2 -110.99
-0.95 -2 1071.49
-0.95 -1.95 1046.45
-0.95 -1.9 1021.66
-0.95 -1.85 997.114
-0.95 -1.8 972.819
-0.95 -1.75 948.774
-0.95 -1.7 924.978
-0.95 -1.65 901.432
-0.95 -1.6 878.135
-0.95 -1.55 855.088
-0.95 -1.5 832.29
-0.95 -1.45 809.741
-0.95 -1.4 787.442
-0.95 -1.35 765.392
-0.95 -1.3 743.592
-0.95 -1.25 722.041
-0.95 -1.2 700.74
-0.95 -1.15 679.688
-0.95 -1.1 658.885
-0.95 -1.05 638.332
-0.95 -1 618.028
-0.95 -0.95 597.974
-0.95 -0.9 578.169
-0.95 -0.85 558.614
-0.95 -0.8 539.308
-0.95 -0.75 520.251
-0.95 -0.7 501.444
-0.95 -0.65 482.886
-0.95 -0.6 464.578
-0.95 -0.55 446.519
-0.95 -0.5 428.709
-0.95 -0.45 411.149
-0.95 -0.4 393.839
-0.95 -0.35 376.777
-0.95 -0.3 359.966
-0.95 -0.25 343.403
-0.95 -0.2 327.09
-0.95 -0.15 311.027
-0.95 -0.1 295.213
-0.95 -0.05 279.648
-0.95 1.20737e-15 264.333
-0.95 0.05 249.267
-0.95 0.1 234.451
-0.95 0.15 219.884
-0.95 0.2 205.567
-0.95 0.25 191.498
-0.95 0.3 177.68
-0.95 0.35 164.111
-0.95 0.4 150.791
-0.95 0.45 137.72
-0.95 0.5 124.9
-0.95 0.55 112.328
-0.95 0.6 100.006
-0.95 0.65 87.9333
-0.95 0.7 76.1101
-0.95 0.75 64.5363
-0.95 0.8 53.2119
-0.95 0.85 42.137
-0.95 0.9 31.3115
-0.95 0.95 20.7354
-0.95 1 10.4087
-0.95 1.05 0.331483
-0.95 1.1 -9.49632
-0.95 1.15 -19.0747
-0.95 1.2 -28.4037
-0.95 1.25 -37.4832
-0.95 1.3 -46.3133
-0.95 1.35 -54.8939
-0.95 1.4 -63.2252
-0.95 1.45 -71.307
-0.95 1.5 -79.1394
-0.95 1.55 -86.7224
-0.95 1.6 -94.0559
-0.95 1.65 -101.14
-0.95 1.7 -107.975
-0.95 1.75 -114.56
-0.95 1.8 -120.896
-0.95 1.85 -126.982
-0.95 1.9 -132.819
-0.95 1.95 -138.407
-0.95 2 -143.745
-0.9 -2 1036.37
-0.9 -1.95 1011.37
-0.9 -1.9 986.631
-0.9 -1.85 962.137
-0.9 -1.8 937.893
-0.9 -1.75 913.898
-0.9 -1.7 890.152
-0.9 -1.65 866.656
-0.9 -1.6 843.41
-0.9 -1.55 820.413
-0.9 -1.5 797.665
-0.9 -1.45 775.167
-0.9 -1.4 752.918
-0.9 -1.35 730.919
-0.9 -1.3 709.169
-0.9 -1.25 687.668
-0.9 -1.2 666.417
-0.9 -1.15 645.415
-0.9 -1.1 624.663
-0.9 -1.05 604.16
-0.9 -1 583.907
-0.9 -0.95 563.903
-0.9 -0.9 544.148
-0.9 -0.85 524.643
-0.9 -0.8 505.387
-0.9 -0.75 486.381
-0.9 -0.7 467.624
-0.9 -0.65 449.117
-0.9 -0.6 430.858
-0.9 -0.55 412.85
-0.9 -0.5 395.091
-0.9 -0.45 377.581
-0.9 -0.4 360.321
-0.9 -0.35 343.31
-0.9 -0.3 326.548
-0.9 -0.25 310.036
-0.9 -0.2 293.774
-0.9 -0.15 277.761
-0.9 -0.1 261.997
-0.9 -0.05 246.483
-0.9 1.20737e-15 231.218
-0.9 0.05 216.202
-0.9 0.1 201.436
-0.9 0.15 186.92
-0.9 0.2 172.652
-0.9 0.25 158.635
-0.9 0.3 144.866
-0.9 0.35 131.347
-0.9 0.4 118.078
-0.9 0.45 105.058
-0.9 0.5 92.2872
-0.9 0.55 79.7661
-0.9 0.6 67.4943
-0.9 0.65 55.472
-0.9 0.7 43.699
-0.9 0.75 32.1756
-0.9 0.8 20.9015
-0.9 0.85 9.87688
-0.9 0.9 -0.898323
-0.9 0.95 -11.4241
-0.9 1 -21.7004
-0.9 1.05 -31.7274
-0.9 1.1 -41.5049
-0.9 1.15 -51.0329
-0.9 1.2 -60.3116
-0.9 1.25 -69.3408
-0.9 1.3 -78.1206
-0.9 1.35 -86.6509
-0.9 1.4 -94.9318
-0.9 1.45 -102.963
-0.9 1.5 -110.745
-0.9 1.55 -118.278
-0.9 1.6 -125.561
-0.9 1.65 -132.595
-0.9 1.7 -139.379
-0.9 1.75 -145.914
-0.9 1.8 -152.2
-0.9 1.85 -158.236
-0.9 1.9 -164.023
-0.9 1.95 -169.56
-0.9 2 -174.848
-0.85 -2 1002.89
-0.85 -1.95 977.948
-0.85 -1.9 953.255
-0.85 -1.85 928.811
-0.85 -1.8 904.617
-0.85 -1.75 880.673
-0.85 -1.7 856.978
-0.85 -1.65 833.532
-0.85 -1.6 810.336
-0.85 -1.55 787.389
-0.85 -1.5 764.692
-0.85 -1.45 742.244
-0.85 -1.4 720.045
-0.85 -1.35 698.096
-0.85 -1.3 676.396
-0.85 -1.25 654.946
-0.85 -1.2 633.745
-0.85 -1.15 612.794
-0.85 -1.1 592.092
-0.85 -1.05 571.639
-0.85 -1 551.436
-0.85 -0.95 531.483
-0.85 -0.9 511.778
-0.85 -0.85 492.324
-0.85 -0.8 473.118
-0.85 -0.75 454.162
-0.85 -0.7 435.456
-0.85 -0.65 416.998
-0.85 -0.6 398.791
-0.85 -0.55 380.832
-0.85 -0.5 363.124
-0.85 -0.45 345.664
-0.85 -0.4 328.454
-0.85 -0.35 311.494
-0.85 -0.3 294.783
-0.85 -0.25 278.321
-0.85 -0.2 262.109
-0.85 -0.15 246.146
-0.85 -0.1 230.432
-0.85 -0.05 214.968
-0.85 1.20737e-15 199.754
-0.85 0.05 184.789
-0.85 0.1 170.073
-0.85 0.15 155.606
-0.85 0.2 141.39
-0.85 0.25 127.422
-0.85 0.3 113.704
-0.85 0.35 100.236
-0.85 0.4 87.0164
-0.85 0.45 74.0467
-0.85 0.5 61.3264
-0.85 0.55 48.8555
-0.85 0.6 36.6341
-0.85 0.65 24.662
-0.85 0.7 12.9394
-0.85 0.75 1.46628
-0.85 0.8 -9.75747
-0.85 0.85 -20.7318
-0.85 0.9 -31.4567
-0.85 0.95 -41.9321
-0.85 1 -52.1582
-0.85 1.05 -62.1348
-0.85 1.1 -71.862
-0.85 1.15 -81.3397
-0.85 1.2 -90.568
-0.85 1.25 -99.5469
-0.85 1.3 -108.276
-0.85 1.35 -116.756
-0.85 1.4 -124.987
-0.85 1.45 -132.968
-0.85 1.5 -140.7
-0.85 1.55 -148.182
-0.85 1.6 -155.415
-0.85 1.65 -162.399
-0.85 1.7 -169.133
-0.85 1.75 -175.617
-0.85 1.8 -181.853
-0.85 1.85 -187.838
-0.85 1.9 -193.575
-0.85 1.95 -199.062
-0.85 2 -204.299
-0.8 -2 971.065
-0.8 -1.95 946.173
-0.8 -1.9 921.53
-0.8 -1.85 897.137
-0.8 -1.8 872.994
-0.8 -1.75 849.099
-0.8 -1.7 825.455
-0.8 -1.65 802.059
-0.8 -1.6 778.913
-0.8 -1.55 756.017
-0.8 -1.5 733.37
-0.8 -1.45 710.972
-0.8 -1.4 688.824
-0.8 -1.35 666.925
-0.8 -1.3 645.276
-0.8 -1.25 623.876
-0.8 -1.2 602.725
-0.8 -1.15 581.824
-0.8 -1.1 561.173
-0.8 -1.05 540.77
-0.8 -1 520.618
-0.8 -0.95 500.714
-0.8 -0.9 481.06
-0.8 -0.85 461.656
-0.8 -0.8 442.501
-0.8 -0.75 423.595
-0.8 -0.7 404.939
-0.8 -0.65 386.532
-0.8 -0.6 368.374
-0.8 -0.55 350.466
-0.8 -0.5 332.808
-0.8 -0.45 315.399
-0.8 -0.4 298.239
-0.8 -0.35 281.329
-0.8 -0.3 264.668
-0.8 -0.25 248.257
-0.8 -0.2 232.095
-0.8 -0.15 216.182
-0.8 -0.1 200.519
-0.8 -0.05 185.105
-0.8 1.20737e-15 169.941
-0.8 0.05 155.026
-0.8 0.1 140.361
-0.8 0.15 125.945
-0.8 0.2 111.778
-0.8 0.25 97.8612
-0.8 0.3 84.1935
-0.8 0.35 70.7752
-0.8 0.4 57.6064
-0.8 0.45 44.687
-0.8 0.5 32.017
-0.8 0.55 19.5964
-0.8 0.6 7.42528
-0.8 0.65 -4.49643
-0.8 0.7 -16.1687
-0.8 0.75 -27.5916
-0.8 0.8 -38.765
-0.8 0.85 -49.689
-0.8 0.9 -60.3636
-0.8 0.95 -70.7887
-0.8 1 -80.9644
-0.8 1.05 -90.8907
-0.8 1.1 -100.568
-0.8 1.15 -109.995
-0.8 1.2 -119.173
-0.8 1.25 -128.102
-0.8 1.3 -136.781
-0.8 1.35 -145.211
-0.8 1.4 -153.391
-0.8 1.45 -161.322
-0.8 1.5 -169.003
-0.8 1.55 -176.435
-0.8 1.6 -183.618
-0.8 1.65 -190.551
-0.8 1.7 -197.235
-0.8 1.75 -203.669
-0.8 1.8 -209.854
-0.8 1.85 -215.789
-0.8 1.9 -221.475
-0.8 1.95 -226.912
-0.8 2 -232.099
-0.75 -2 940.891
-0.75 -1.95 916.049
-0.75 -1.9 891.457
-0.75 -1.85 867.115
-0.75 -1.8 843.021
-0.75 -1.75 819.177
-0.75 -1.7 795.583
-0.75 -1.65 772.238
-0.75 -1.6 749.142
-0.75 -1.55 726.296
-0.75 -1.5 703.699
-0.75 -1.45 681.352
